Draft,Bwc_most_infl,Bwc_least_infl,Bwc_avg,Email_count_most_infl,Email_count_least_infl,Email_count_avg,Age_most_infl,Age_least_infl,Age_avg,Total_authors,In_top10,In_next20,Draft_published_most_infl,Draft_published_least_infl,Draft_published_avg,Areas_most_infl,Areas_least_infl,Areas_avg,Mlist_count_most_infl,Mlist_count_least_infl,Mlist_count_avg,cisco,huawei,ericsson,nokia,juniper,nortel,microsoft,sun,at&t,china mobile,alcatel-lucent,nec,comcast,google,ibm,alcatel,mit,uc3m,france,tsinghua university
draft-ietf-ccamp-rsvp-te-li-lb,0.025,0.0016,0.011,318,224,287.75,6.5,5.5,6.25,4,1,2,1,1,1.0,3,3,1.0,17,17,17.75,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-li-lsr-isis-area-abstraction,0.0064,0.0064,0.006,273,273,273.0,27.5,27.5,27.5,1,0,1,1,1,1.0,5,5,1.0,13,13,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fenton-smtp-require-tls,0.0281,0.0281,0.028,179,179,179.0,13.0,13.0,13.0,1,1,0,1,1,1.0,3,3,1.0,17,17,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-data-service-description,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-shishio-softwire-rfc4087update,0.0101,0.0062,0.008,219,81,150.0,3.5,3.0,3.25,2,1,1,1,1,1.0,5,4,1.0,15,15,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-shao-opsawg-capwap-hybridmac,0.0782,0.0,0.017,834,6,209.0,9.0,0.0,5.2,5,1,1,1,1,0.8,8,1,0.8,50,1,13.8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
draft-ietf-jsonbis-rfc7159bis,0.0504,0.0504,0.05,747,747,747.0,18.5,18.5,18.5,1,1,0,1,1,1.0,6,6,1.0,22,22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-varjonen-hip-eap,0.0005,0.0005,0.001,46,46,46.0,2.0,2.0,2.0,1,0,0,1,1,1.0,2,2,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rothenberg-sacm-oval-directives-model,0.0044,0.0,0.002,4,7,64.667,8.0,0.5,4.167,4,0,2,0,0,0.333,1,1,0.333,2,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ketant-ospf-reverse-metric,0.0167,0.0159,0.016,189,378,283.5,14.0,15.5,14.75,3,2,0,1,1,1.0,3,4,1.0,11,10,10.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-maino-lisp-sec,0.0113,0.0,0.003,85,2,49.0,2.5,-0.5,1.7,5,1,1,1,0,0.4,3,1,0.4,6,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-westerlund-avt-rtp-gsm-hr,0.7811,0.0176,0.399,1675,214,944.5,7.5,2.5,5.0,3,2,0,1,1,1.0,12,5,1.0,63,12,37.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ipsecme-ipsecha-protocol,0.3291,0.0,0.081,1000,55,366.6,9.0,2.5,4.9,5,2,0,1,1,0.8,8,5,0.8,34,9,15.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fu-coinrg-joint-optimization-req,0.0073,0.0,0.005,68,0,33.333,6.0,0.0,5.833,3,0,2,1,0,0.333,5,0,0.333,14,0,9.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-hardjono-oauth-resource-reg,0.0013,0.0,0.001,49,6,37.333,15.0,6.0,12.167,4,0,2,1,1,1.0,4,1,1.0,10,1,5.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
draft-ietf-curdle-ssh-ext-info,0.015,0.015,0.015,265,265,265.0,17.5,17.5,17.5,1,1,0,1,1,1.0,5,5,1.0,7,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jenkins-cdni-problem-statement,0.1615,0.0087,0.074,735,45,410.0,8.5,11.5,10.0,3,2,1,1,0,0.667,7,4,0.667,28,10,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ucarion-json-type-definition,0.0002,0.0002,0.0,38,38,38.0,1.0,1.0,1.0,1,0,0,1,1,1.0,2,2,1.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wang-6tsch-6tus,0.0138,0.0,0.009,271,0,299.0,3.5,-0.5,2.333,3,2,0,1,1,1.0,2,0,1.0,4,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-trill-pseudonode-nickname,0.0297,0.0,0.011,285,20,182.0,5.0,2.0,10.2,5,2,1,1,1,1.0,6,1,1.0,19,1,12.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yang-ippm-ptp-measurement,0.0,0.0,0.0,3,0,1.5,0.0,11.5,5.75,3,0,0,0,0,0.0,1,0,0.0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-raza-bess-srv6-services-yang,0.1124,0.0,0.028,952,1,282.4,16.0,2.0,10.4,5,2,0,1,1,1.0,6,1,1.0,26,1,13.4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ecrit-psap-callback,0.5836,0.0001,0.207,2378,37,1508.75,11.5,6.0,12.25,4,3,0,1,1,1.0,13,1,1.0,106,3,45.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mptcp-architecture,0.0145,0.003,0.008,64,110,81.8,17.0,1.5,7.5,5,2,3,1,1,1.0,4,3,1.0,6,4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mipshop-mstp-solution,0.0085,0.0,0.004,253,25,134.6,4.5,1.5,4.7,5,0,4,1,1,1.0,4,1,1.0,10,2,7.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-groves-clue-scene-clarifications,0.5053,0.0,0.194,3592,0,1426.75,11.5,-2.0,8.375,4,3,0,1,0,0.5,6,0,0.5,44,0,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
draft-zhang-bess-label-sharing,0.0978,0.0,0.031,1002,0,375.0,27.0,6.0,14.875,5,3,0,1,1,1.0,10,0,1.0,51,0,26.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-hybi-websocket-perframe-compression,0.0326,0.0326,0.033,269,269,269.0,2.0,2.0,2.0,1,1,0,1,1,1.0,2,2,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-takahashi-cybex-intro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dulinski-alto-inter-problem-statement,0.0023,0.0023,0.002,22,22,22.0,5.0,5.0,5.0,3,0,1,0,0,0.0,2,2,0.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-matthews-v6ops-design-guidelines,0.0257,0.0257,0.026,381,381,381.0,13.0,13.0,13.0,1,1,0,1,1,1.0,7,7,1.0,14,14,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-zeltsan-oauth-use-cases,0.0782,0.0033,0.031,640,100,273.667,2.0,3.0,3.167,3,2,1,1,1,1.0,4,3,1.0,12,4,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-dnsop-transport-for-dns,0.0396,0.0396,0.04,830,830,830.0,15.0,15.0,15.0,1,1,0,1,1,1.0,8,8,1.0,25,25,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-haerri-ipv6-over-80211ocb,0.2353,0.0001,0.091,2225,21,925.333,36.5,11.0,24.333,3,2,0,1,1,1.0,7,1,1.0,51,1,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-hip-nat-traversal,0.8495,0.0015,0.195,3994,55,993.6,7.5,2.0,6.4,5,4,0,1,1,0.8,11,6,0.8,84,7,27.4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pardue-quic-siduck,0.0291,0.0291,0.029,289,289,289.0,5.5,5.5,5.5,1,1,0,1,1,1.0,5,5,1.0,11,11,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-richardson-6tisch-roll-enrollment-priority,0.6168,0.6168,0.617,4578,4578,4578.0,24.0,24.0,24.0,1,1,0,1,1,1.0,10,10,1.0,115,115,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-korhonen-netlmm-pp-aaa-reqs,0.026,0.0187,0.022,1107,338,722.5,4.5,4.0,4.25,2,2,0,1,1,1.0,4,5,1.0,16,16,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wang-bess-evpn-cmac-overload-reduction,0.0,0.0,0.0,0,0,0.0,9.0,9.0,9.0,2,0,0,1,1,1.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ymbk-grow-wkc-behavior,0.2701,0.0,0.076,1658,25,587.75,26.0,16.5,21.125,4,2,0,1,1,1.0,10,4,1.0,61,6,25.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-koodli-netext-local-forwarding,0.0292,0.0016,0.015,646,292,469.0,8.0,7.0,7.5,2,1,0,1,1,1.0,4,5,1.0,16,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kothari-l2vpn-vpls-flush,0.0,0.0,0.0,10,0,5.0,0.0,-0.5,-0.25,2,0,0,1,1,1.0,1,0,1.0,1,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-housley-sow-author-statistics,0.172,0.172,0.172,1343,1343,1343.0,22.5,22.5,22.5,1,1,0,1,1,1.0,11,11,1.0,69,69,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-idr-dynamic-cap,0.0285,0.0,0.014,96,0,48.0,18.0,13.0,15.5,2,1,0,1,0,0.5,2,0,0.5,3,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-acme-service-provider,0.0457,0.0098,0.028,881,110,495.5,17.0,14.5,15.75,2,2,0,1,1,1.0,6,2,1.0,43,7,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
draft-hu-nvo3-vnrmf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ray-radx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mattsson-acme-use-cases,0.025,0.0,0.013,119,0,59.5,6.0,-1.5,2.25,2,1,0,1,1,1.0,6,0,1.0,18,0,9.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-bier-architecture,0.0297,0.0072,0.016,435,336,302.4,17.0,9.0,14.2,5,5,0,1,1,1.0,6,4,1.0,20,26,21.4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-meghana-netlmm-pmipv6-mipv4,0.1943,0.0,0.097,2609,1,1305.0,6.0,2.0,4.0,2,1,0,1,1,1.0,6,1,1.0,29,1,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-manet-dlep-da-credit-extension,0.315,0.0,0.106,1949,3,662.333,24.0,10.0,13.333,3,1,0,1,1,1.0,7,1,1.0,64,1,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-irtf-nmrg-ibn-concepts-definitions,0.172,0.0,0.066,1194,37,508.0,10.5,10.5,12.125,4,3,0,1,1,1.0,9,5,1.0,59,9,28.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-manral-mpls-rsvpte-ipv6,0.1884,0.1884,0.188,830,830,830.0,10.5,10.5,10.5,1,1,0,1,1,1.0,7,7,1.0,34,34,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-speermint-terminology,0.1707,0.0208,0.096,687,268,477.5,7.0,2.0,4.5,2,2,0,1,1,1.0,7,4,1.0,39,10,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-trainor-avt-rtp-aptx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kucherawy-dkim-delegate,0.2747,0.259,0.267,3765,3377,3571.0,9.0,24.5,16.75,2,2,0,1,1,1.0,8,10,1.0,52,76,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bormann-core-block-bert,0.4416,0.4416,0.442,2907,2907,2907.0,20.5,20.5,20.5,1,1,0,1,1,1.0,11,11,1.0,89,89,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-geopriv-http-geolocation,0.2478,0.1299,0.189,1654,1260,1457.0,5.0,5.5,5.25,3,2,0,1,1,1.0,11,8,1.0,72,36,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-boucadair-pcp-extensions,0.4186,0.0372,0.169,2464,454,1280.667,14.5,11.0,11.167,3,3,0,1,1,1.0,9,6,1.0,82,16,45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-jones-oauth-discovery,0.1387,0.0,0.059,1373,21,628.0,5.5,17.5,9.667,3,2,0,1,1,1.0,5,3,1.0,21,4,14.667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-key-l2vpn-etree-frwk,0.1258,0.0,0.022,410,36,132.429,16.5,10.5,7.071,7,2,0,1,1,1.0,8,4,1.0,37,8,12.857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
draft-lhotka-netconf-relaxng,0.0141,0.0141,0.014,762,762,762.0,2.5,2.5,2.5,1,1,0,1,1,1.0,3,3,1.0,7,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-6man-multi-homed-host,0.3636,0.2423,0.303,5584,1669,3626.5,23.0,26.0,24.5,2,2,0,1,1,1.0,12,11,1.0,103,86,94.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-entitydt-netmod-entity,0.3275,0.0062,0.121,2624,278,1748.5,23.5,6.5,15.125,4,3,1,1,1,1.0,11,5,1.0,111,25,47.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-moskowitz-hip-rfc5201-bis,0.0598,0.0,0.027,394,123,223.75,12.5,3.0,10.0,4,2,1,0,1,0.75,9,4,0.75,23,11,14.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-irtf-tmrg-tests,0.0171,0.0,0.011,249,7,135.667,13.5,2.5,6.5,3,2,0,1,1,1.0,5,0,1.0,12,0,5.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-park-sfc-malicious-middlebox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-roca-rmt-goe-fec,0.0263,0.0263,0.026,173,173,173.0,19.5,19.5,19.5,3,1,0,1,1,1.0,6,6,1.0,15,15,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-p2psip-concepts,0.1014,0.0,0.027,1155,1,296.0,19.0,14.0,16.3,5,2,1,1,0,0.8,12,1,0.8,168,1,41.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-strassner-t2trg-semantics-and-iot,0.2022,0.01,0.089,1782,427,1188.333,25.5,16.0,17.0,3,3,0,1,1,1.0,11,5,1.0,80,11,49.667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ranade-netmod-yang-push-extension,0.0,0.0,0.0,119,119,119.0,4.0,4.0,4.0,1,0,0,1,1,1.0,2,2,1.0,3,3,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dong-lsr-sr-enhanced-vpn,0.2304,0.0,0.055,1431,10,468.8,20.0,0.0,8.4,7,3,1,1,1,1.0,9,2,1.0,77,5,29.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hampel-mptcp-proxies-anchors,0.0019,0.0019,0.002,105,105,105.0,1.0,1.0,1.0,2,0,0,1,1,1.0,2,2,1.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-irtf-iccrg-tcpeval,0.5153,0.0,0.131,1987,3,519.75,17.0,18.5,12.25,5,1,1,0,1,0.5,10,2,0.5,85,2,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zxd-rtgwg-ordered-metric-adjustment,0.0036,0.0,0.002,6,3,4.5,0.0,1.0,0.5,2,0,1,0,1,0.5,1,1,0.5,3,2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ssh-fixed-bandwidth,0.0068,0.0068,0.007,162,162,162.0,16.0,16.0,16.0,1,1,0,1,1,1.0,2,2,1.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-idr-rfc4893bis,0.028,0.0,0.014,126,0,63.0,18.5,15.0,16.75,2,1,0,1,1,1.0,4,0,1.0,7,0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kaliraj-idr-bgp-classful-transport-planes,0.0896,0.0,0.03,1027,16,350.667,5.5,6.0,8.333,4,1,0,1,1,1.0,6,1,1.0,32,3,12.333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-paine-smart-indicators-of-compromise,0.0,0.0,0.0,47,47,47.0,2.0,2.0,2.0,2,0,0,0,0,0.0,2,2,0.0,6,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dijkstra-urn-ogf,0.0001,0.0001,0.0,18,18,18.0,5.0,5.0,5.0,2,0,0,0,0,0.0,4,4,0.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tuexen-dtls-for-sctp,0.2738,0.2494,0.262,491,1110,800.5,6.5,13.5,10.0,2,2,0,1,1,1.0,6,9,1.0,13,37,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mmusic-udptl-dtls,0.2027,0.002,0.077,3451,109,1304.667,11.0,8.0,7.833,3,2,1,1,1,1.0,6,3,1.0,42,6,25.667,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zourzouvillys-sip-via-cookie,0.0258,0.0258,0.026,97,97,97.0,2.5,2.5,2.5,1,1,0,1,1,1.0,3,3,1.0,16,16,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-abfab-usability-ui-considerations,0.0099,0.0044,0.007,58,13,35.5,5.5,2.5,4.0,2,1,1,1,0,0.5,5,3,0.5,12,3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-xia-rats-pubsub-model,0.0264,0.0008,0.014,294,98,196.0,6.5,1.5,4.0,2,1,0,1,1,1.0,7,3,1.0,26,15,20.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-avtcore-idms,0.0204,0.0,0.005,223,7,65.333,2.5,1.5,3.333,6,2,0,1,1,1.0,7,1,1.0,14,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-evolution,0.0092,0.0,0.005,221,4,112.5,16.5,-0.5,8.0,2,0,1,1,1,1.0,6,1,1.0,17,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sidr-signed-object,0.2092,0.0002,0.071,1179,24,429.667,19.5,1.5,8.5,3,1,1,1,1,1.0,9,2,1.0,27,2,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-groves-core-rfc6690up,0.0375,0.0,0.019,679,2,340.5,16.5,3.0,9.75,2,1,0,1,1,1.0,5,2,1.0,15,2,8.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-carpenter-nmrg-homenet-an-use-case,0.5283,0.5283,0.528,4805,4805,4805.0,20.5,20.5,20.5,1,1,0,1,1,1.0,12,12,1.0,89,89,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hallambaker-ipr-patent-harmonization,0.4584,0.0,0.229,2175,5,1090.0,12.5,13.5,13.0,2,1,0,1,1,1.0,10,1,1.0,32,1,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-opsawg-coman-probstate-reqs,0.3275,0.0329,0.175,2624,614,1744.0,23.0,7.5,15.875,4,4,0,1,1,1.0,11,6,1.0,111,24,59.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hoffman-tls-master-secret-input,0.6889,0.6889,0.689,3106,3106,3106.0,15.5,15.5,15.5,1,1,0,1,1,1.0,10,10,1.0,79,79,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cao-mif-ifs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-netmod-yang-metadata,0.0783,0.0783,0.078,2573,2573,2573.0,9.5,9.5,9.5,1,1,0,1,1,1.0,7,7,1.0,25,25,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-acee-netmod-rfc8022bis,0.1872,0.0001,0.09,1853,40,1489.0,21.0,2.5,11.5,3,2,0,1,1,1.0,7,3,1.0,42,8,25.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mirsky-ippm-hybrid-two-step,0.175,0.0109,0.093,2402,201,1301.5,24.5,4.0,14.25,4,1,1,1,1,1.0,7,6,1.0,59,14,36.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wu-sava-testbed-experience,0.0002,0.0,0.0,46,3,23.0,8.5,3.0,5.6,6,0,0,1,1,1.0,2,1,1.0,4,1,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zinky-dtnrg-erasure-coding-objects,0.0059,0.0015,0.004,16,28,22.0,0.5,7.0,3.75,3,0,1,1,1,1.0,2,3,1.0,2,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-huang-ppsp-p2p-webrtc-survey,0.012,0.0069,0.009,345,185,265.0,5.5,3.5,4.5,2,1,1,1,1,1.0,5,5,1.0,12,15,13.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-raza-l2vpn-pw-typed-wc-fec,0.0001,0.0,0.0,50,1,25.5,2.0,-0.5,0.75,2,0,0,1,1,1.0,2,1,1.0,5,1,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gont-ntp-port-randomization,0.0876,0.0,0.044,2083,0,1041.5,15.5,-1.5,7.0,2,1,0,1,1,1.0,10,0,1.0,42,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-li-tsvwg-tcp-service-migration,0.0,0.0,0.0,6,6,6.0,3.0,3.0,3.0,5,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-procter-dispatch-outbound-unaptr,0.0395,0.0001,0.02,478,67,272.5,22.0,11.0,16.5,2,1,0,1,1,1.0,7,3,1.0,30,9,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wang-netmod-cfm-yang,0.0,0.0,0.0,0,4,2.0,15.0,0.0,7.5,4,0,0,1,1,1.0,0,1,1.0,0,1,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sunset4-nat64-port-allocation,0.0673,0.0,0.028,748,21,340.2,17.5,17.0,12.5,6,4,0,1,1,1.0,11,3,1.0,52,7,29.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-ietf-ospf-sr-yang,0.3389,0.0,0.075,2395,24,618.6,24.0,25.5,17.5,5,2,1,1,1,1.0,9,3,1.0,50,7,24.6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-avasarala-sipping-comm-div-notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-tcpm-experimental-options,0.3895,0.3895,0.39,2901,2901,2901.0,20.5,20.5,20.5,1,1,0,1,1,1.0,12,12,1.0,68,68,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-v6ops-rfc6555bis,0.0,0.0,0.0,152,176,164.0,2.5,2.5,2.5,2,0,0,1,1,1.0,7,6,1.0,20,18,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pals-congcons,0.3289,0.0341,0.136,2348,653,1083.333,19.0,19.5,17.5,3,3,0,0,1,0.333,11,9,0.333,105,43,59.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-berger-ccamp-asymm-bw-bidir-lsps,0.0166,0.0006,0.008,116,22,90.2,6.5,1.0,5.5,6,2,2,1,1,0.8,2,1,0.8,11,3,6.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-raszuk-idr-flow-spec-v6,0.1214,0.1213,0.121,602,472,537.0,10.0,12.5,11.25,3,2,0,1,1,1.0,6,8,1.0,27,32,29.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
